frame,status,foot_space_x,foot_space_y,foot_cx,foot_cy,foot_area,hand_space_x,hand_space_y,hand_space_z,hand_cx,hand_cy,hand_area,hand_to_foot_dx,hand_to_foot_dy,hand_to_foot_dz,hand_to_foot_distance_2d,hand_to_foot_distance_3d,red_candidates
479,ok,56.09,35.36,942.62,886.65,2316,50.63,-349.68,3.8262,1074.65,177.34,1254,-5.46,-385.04,3.8262,385.08,385.10,2
480,ok,57.01,35.70,949.87,881.22,2308,49.48,-349.83,3.8240,1085.94,176.64,1201,-7.53,-385.53,3.8240,385.60,385.62,2
481,ok,57.92,36.06,955.69,876.32,2425,48.35,-349.96,3.8220,1093.82,174.01,1155,-9.57,-386.02,3.8220,386.14,386.16,2
482,ok,58.85,36.43,975.50,867.30,2498,47.22,-350.09,3.8201,1108.24,174.31,1108,-11.63,-386.52,3.8201,386.69,386.71,2
483,ok,59.77,36.78,995.37,859.48,2547,46.11,-350.20,3.8182,1119.36,174.01,1123,-13.66,-386.98,3.8182,387.22,387.24,2
484,ok,60.70,37.12,1019.00,850.56,2338,45.00,-350.31,3.8164,1129.32,175.08,1109,-15.70,-387.43,3.8164,387.75,387.77,2
485,ok,61.64,37.42,1040.23,843.07,2244,43.91,-350.41,3.8147,1138.77,175.33,1133,-17.73,-387.83,3.8147,388.24,388.25,2
486,ok,62.59,37.68,1061.23,838.83,2280,42.83,-350.51,3.8130,1148.84,175.00,1181,-19.76,-388.19,3.8130,388.69,388.71,2
487,ok,63.54,37.89,1084.81,840.16,2205,41.77,-350.60,3.8113,1158.07,175.08,1213,-21.77,-388.49,3.8113,389.10,389.12,2
488,ok,64.49,38.05,1113.43,844.51,2255,40.72,-350.70,3.8097,1167.94,174.62,1165,-23.77,-388.75,3.8097,389.48,389.49,2
489,ok,65.44,38.16,1138.40,851.69,2210,39.69,-350.80,3.8080,1177.21,174.48,1219,-25.75,-388.96,3.8080,389.81,389.83,2
490,ok,66.38,38.25,1165.47,860.49,2242,38.67,-350.90,3.8063,1186.66,174.20,1192,-27.71,-389.15,3.8063,390.14,390.15,2
491,ok,67.32,38.31,1194.51,870.00,2370,37.66,-351.02,3.8045,1195.90,174.59,1167,-29.66,-389.33,3.8045,390.46,390.48,2
492,ok,68.24,38.35,1226.60,877.69,2290,36.68,-351.15,3.8027,1205.43,175.01,1168,-31.56,-389.50,3.8027,390.78,390.80,2
493,ok,69.15,38.39,1255.72,882.98,2283,35.71,-351.29,3.8009,1213.93,175.17,1179,-33.44,-389.68,3.8009,391.11,391.13,2
494,ok,70.03,38.42,1284.55,884.94,2060,34.76,-351.43,3.7990,1223.60,175.81,1231,-35.27,-389.85,3.7990,391.44,391.46,2
495,ok,70.89,38.46,1303.11,883.02,2282,33.83,-351.59,3.7971,1232.33,176.78,1311,-37.06,-390.05,3.7971,391.81,391.83,2
496,ok,71.72,38.51,1313.03,881.45,2470,32.92,-351.75,3.7952,1241.73,176.53,1422,-38.80,-390.26,3.7952,392.18,392.20,2
497,ok,72.52,38.57,1312.72,883.07,2363,32.03,-351.92,3.7932,1250.06,177.87,1479,-40.49,-390.49,3.7932,392.58,392.60,2
498,ok,73.29,38.65,1313.76,883.57,2087,31.16,-352.09,3.7913,1260.42,177.05,1541,-42.13,-390.74,3.7913,393.00,393.02,2
499,ok,74.04,38.75,1314.83,881.54,2080,30.31,-352.27,3.7893,1269.77,175.19,1563,-43.73,-391.02,3.7893,393.46,393.48,2
500,ok,74.77,38.87,1315.60,881.82,2116,29.48,-352.46,3.7873,1280.68,173.15,1586,-45.29,-391.33,3.7873,393.94,393.96,2
501,ok,75.46,39.01,1315.46,883.34,2134,28.68,-352.66,3.7853,1291.15,171.94,1620,-46.78,-391.67,3.7853,394.45,394.47,2
502,ok,76.14,39.17,1315.42,883.35,2131,27.89,-352.89,3.7832,1300.07,169.67,1648,-48.25,-392.06,3.7832,395.02,395.04,2
503,ok,76.79,39.35,1315.51,883.36,2150,27.13,-353.13,3.7810,1308.28,168.77,1654,-49.66,-392.48,3.7810,395.61,395.63,2
504,ok,77.42,39.56,1315.45,883.59,2147,26.40,-353.39,3.7786,1315.62,168.72,1664,-51.02,-392.95,3.7786,396.25,396.27,2
505,ok,78.03,39.79,1315.81,882.50,2220,25.69,-353.69,3.7761,1322.58,168.43,1653,-52.34,-393.48,3.7761,396.95,396.96,2
506,ok,78.62,40.05,1316.61,881.89,2237,25.00,-354.01,3.7735,1328.98,168.62,1653,-53.62,-394.06,3.7735,397.69,397.71,2
507,ok,79.19,40.33,1317.95,881.27,2234,24.33,-354.37,3.7706,1335.03,168.62,1652,-54.86,-394.70,3.7706,398.49,398.51,2
508,ok,79.75,40.64,1318.40,880.89,2217,23.68,-354.76,3.7676,1340.94,168.39,1632,-56.07,-395.40,3.7676,399.36,399.37,2
509,ok,80.28,40.99,1319.02,880.22,2224,23.06,-355.20,3.7643,1346.39,168.03,1601,-57.22,-396.19,3.7643,400.30,400.32,2
510,ok,80.79,41.37,1318.33,880.47,2233,22.45,-355.67,3.7608,1350.86,168.02,1592,-58.34,-397.04,3.7608,401.30,401.32,2
511,ok,81.28,41.79,1319.12,879.25,2217,21.86,-356.19,3.7571,1355.63,168.20,1574,-59.42,-397.98,3.7571,402.39,402.41,2
512,ok,81.75,42.24,1317.81,880.05,2236,21.30,-356.75,3.7531,1358.50,170.85,1547,-60.45,-398.99,3.7531,403.54,403.56,2
513,ok,82.20,42.73,1319.27,878.89,2249,20.75,-357.35,3.7489,1361.73,170.16,1548,-61.45,-400.08,3.7489,404.77,404.79,2
514,ok,82.63,43.26,1318.96,878.51,2276,20.22,-358.00,3.7444,1363.58,171.21,1522,-62.41,-401.26,3.7444,406.08,406.10,2
515,ok,83.04,43.83,1319.02,878.62,2282,19.70,-358.68,3.7398,1365.01,172.94,1510,-63.34,-402.51,3.7398,407.46,407.48,2
516,ok,83.44,44.46,1319.30,878.29,2276,19.20,-359.39,3.7349,1365.97,174.62,1513,-64.24,-403.85,3.7349,408.93,408.94,2
517,ok,83.83,45.13,1319.11,878.02,2340,18.71,-360.15,3.7299,1366.14,177.20,1469,-65.12,-405.28,3.7299,410.48,410.50,2
518,ok,84.21,45.86,1319.32,877.22,2345,18.24,-360.93,3.7246,1365.75,179.89,1473,-65.97,-406.79,3.7246,412.10,412.12,2
519,ok,84.58,46.65,1320.09,876.76,2362,17.78,-361.74,3.7193,1364.54,183.57,1479,-66.80,-408.39,3.7193,413.82,413.83,2
520,ok,84.94,47.48,1321.15,875.76,2372,17.33,-362.58,3.7138,1363.97,186.03,1465,-67.61,-410.06,3.7138,415.60,415.61,2
521,ok,85.30,48.37,1322.68,874.39,2410,16.89,-363.43,3.7083,1363.53,189.62,1520,-68.41,-411.80,3.7083,417.44,417.46,2
522,ok,85.66,49.29,1323.25,871.79,2362,16.46,-364.30,3.7026,1361.83,192.07,1524,-69.20,-413.59,3.7026,419.34,419.36,2
523,ok,86.02,50.25,1324.43,870.02,2376,16.04,-365.18,3.6970,1361.74,194.55,1541,-69.98,-415.43,3.6970,421.28,421.30,2
524,ok,86.38,51.24,1325.79,865.04,2381,15.63,-366.07,3.6913,1361.83,195.15,1541,-70.75,-417.31,3.6913,423.26,423.28,2
525,ok,86.74,52.25,1327.55,858.59,2406,15.23,-366.98,3.6856,1361.67,195.78,1531,-71.51,-419.23,3.6856,425.29,425.30,2
526,ok,87.11,53.27,1333.15,847.90,2337,14.83,-367.89,3.6798,1362.83,196.46,1512,-72.28,-421.16,3.6798,427.32,427.33,2
527,ok,87.49,54.30,1340.23,838.27,2175,14.44,-368.83,3.6740,1363.84,197.68,1479,-73.05,-423.13,3.6740,429.39,429.41,2
528,ok,87.86,55.33,1348.71,830.80,1994,14.05,-369.78,3.6680,1365.24,198.75,1398,-73.81,-425.11,3.6680,431.47,431.49,2
529,ok,88.24,56.35,1354.73,826.71,1962,13.66,-370.76,3.6620,1366.03,199.32,1378,-74.58,-427.11,3.6620,433.57,433.59,2
530,ok,88.61,57.34,1361.37,825.71,1980,13.27,-371.77,3.6559,1367.62,200.12,1348,-75.34,-429.11,3.6559,435.67,435.69,2
531,ok,88.98,58.32,1370.21,825.80,1953,12.88,-372.81,3.6497,1369.33,200.92,1337,-76.10,-431.13,3.6497,437.79,437.81,2
532,ok,89.34,59.29,1379.64,826.61,1938,12.48,-373.88,3.6433,1370.05,201.72,1367,-76.86,-433.17,3.6433,439.94,439.95,2
533,ok,89.69,60.23,1390.50,827.06,1816,12.07,-374.99,3.6368,1371.84,203.03,1392,-77.62,-435.22,3.6368,442.09,442.10,2
534,ok,90.04,61.17,1399.44,825.51,1728,11.66,-376.14,3.6302,1373.73,204.12,1413,-78.38,-437.31,3.6302,444.28,444.29,2
535,ok,90.37,62.10,1404.56,824.05,1600,11.24,-377.32,3.6235,1375.08,206.37,1409,-79.13,-439.42,3.6235,446.49,446.50,2
536,ok,90.69,63.02,1406.79,819.88,1559,10.82,-378.53,3.6167,1376.92,207.51,1406,-79.87,-441.55,3.6167,448.72,448.73,2
537,ok,90.99,63.92,1406.57,816.75,1510,10.39,-379.76,3.6099,1380.73,209.24,1402,-80.60,-443.68,3.6099,450.94,450.96,2
538,ok,91.28,64.82,1401.41,813.53,1407,9.95,-381.02,3.6030,1381.81,211.29,1400,-81.33,-445.84,3.6030,453.20,453.21,2
539,ok,91.54,65.70,1395.70,808.92,1423,9.51,-382.30,3.5961,1384.56,210.84,1386,-82.03,-448.00,3.5961,455.45,455.46,2
540,ok,91.78,66.57,1390.02,807.00,1456,9.06,-383.60,3.5892,1387.70,212.05,1371,-82.72,-450.17,3.5892,457.71,457.72,2
541,ok,92.01,67.43,1387.26,809.00,1439,8.61,-384.91,3.5822,1391.30,213.89,1374,-83.40,-452.34,3.5822,459.96,459.98,2
542,ok,92.21,68.28,1386.38,812.40,1438,8.16,-386.25,3.5753,1394.22,214.95,1387,-84.05,-454.53,3.5753,462.24,462.25,2
543,ok,92.39,69.14,1385.42,812.86,1487,7.71,-387.59,3.5683,1398.01,215.87,1414,-84.68,-456.73,3.5683,464.51,464.53,2
544,ok,92.55,70.00,1385.21,813.05,1492,7.26,-388.95,3.5614,1402.09,216.49,1417,-85.29,-458.95,3.5614,466.81,466.82,2
545,ok,92.70,70.88,1386.11,812.47,1536,6.81,-390.33,3.5545,1406.82,216.01,1434,-85.89,-461.21,3.5545,469.14,469.15,2
546,ok,92.82,71.78,1386.24,811.94,1537,6.37,-391.72,3.5476,1409.59,215.79,1439,-86.45,-463.50,3.5476,471.49,471.51,2
547,ok,92.93,72.69,1386.70,812.33,1508,5.94,-393.13,3.5407,1412.27,216.37,1461,-86.99,-465.82,3.5407,473.87,473.89,2
548,ok,93.02,73.64,1386.35,812.31,1499,5.51,-394.56,3.5337,1413.31,216.63,1444,-87.51,-468.20,3.5337,476.31,476.32,2
549,ok,93.10,74.61,1386.35,812.25,1494,5.10,-396.00,3.5268,1414.20,216.99,1432,-88.00,-470.61,3.5268,478.77,478.78,2
550,ok,93.16,75.60,1386.53,811.94,1501,4.70,-397.46,3.5198,1415.12,217.35,1419,-88.46,-473.06,3.5198,481.26,481.27,2
551,ok,93.20,76.63,1387.14,811.94,1476,4.30,-398.95,3.5128,1416.13,218.42,1394,-88.90,-475.58,3.5128,483.82,483.83,2
552,ok,93.23,77.68,1387.39,812.61,1498,3.93,-400.47,3.5058,1417.52,220.23,1368,-89.30,-478.15,3.5058,486.42,486.43,2
553,ok,93.24,78.75,1386.98,811.05,1492,3.57,-402.02,3.4986,1416.53,220.88,1338,-89.67,-480.77,3.4986,489.06,489.07,2
554,ok,93.23,79.85,1387.44,811.27,1497,3.23,-403.60,3.4914,1417.69,222.83,1302,-90.00,-483.45,3.4914,491.76,491.77,2
555,ok,93.21,80.96,1386.83,810.62,1484,2.91,-405.22,3.4841,1417.12,224.71,1265,-90.30,-486.18,3.4841,494.49,494.51,2
556,ok,93.18,82.11,1387.05,809.81,1469,2.61,-406.89,3.4767,1417.37,227.09,1205,-90.57,-489.00,3.4767,497.32,497.33,2
557,ok,93.13,83.27,1387.32,809.73,1452,2.33,-408.60,3.4692,1418.25,230.31,1194,-90.80,-491.87,3.4692,500.18,500.19,2
558,ok,93.06,84.47,1386.49,809.58,1443,2.08,-410.35,3.4616,1419.31,235.35,1135,-90.98,-494.82,3.4616,503.11,503.13,2
559,ok,92.99,85.70,1386.41,808.71,1442,1.86,-412.14,3.4540,1421.90,240.21,1117,-91.13,-497.84,3.4540,506.11,506.12,2
560,ok,92.91,86.98,1386.83,808.50,1411,1.67,-413.95,3.4464,1424.63,245.64,1119,-91.24,-500.93,3.4464,509.17,509.18,2
561,ok,92.82,88.30,1387.65,807.53,1398,1.53,-415.76,3.4388,1425.96,249.96,1160,-91.29,-504.06,3.4388,512.26,512.27,2
562,ok,92.72,89.67,1387.91,805.68,1429,1.42,-417.59,3.4314,1427.05,253.55,1252,-91.30,-507.26,3.4314,515.41,515.42,2
563,ok,92.61,91.08,1388.27,802.69,1431,1.36,-419.40,3.4240,1427.50,256.33,1316,-91.25,-510.48,3.4240,518.57,518.58,2
564,ok,92.49,92.52,1385.94,798.36,1443,1.35,-421.21,3.4169,1426.94,257.84,1341,-91.14,-513.73,3.4169,521.75,521.76,2
565,ok,92.37,94.00,1379.77,797.09,1428,1.39,-423.00,3.4099,1428.66,260.03,1353,-90.98,-517.00,3.4099,524.94,524.96,2
566,ok,92.24,95.51,1366.49,791.85,1375,1.48,-424.78,3.4030,1427.20,259.37,1325,-90.76,-520.29,3.4030,528.15,528.16,2
567,ok,92.11,97.05,1352.17,787.26,1314,1.62,-426.54,3.3963,1425.85,259.22,1298,-90.49,-523.59,3.3963,531.35,531.36,2
568,ok,91.98,98.61,1335.61,783.21,1349,1.81,-428.30,3.3898,1424.49,259.17,1286,-90.17,-526.91,3.3898,534.57,534.58,2
569,ok,91.86,100.19,1320.00,778.43,1294,2.06,-430.05,3.3833,1421.62,258.62,1272,-89.80,-530.24,3.3833,537.79,537.80,2
570,ok,91.74,101.78,1304.21,774.31,1231,2.35,-431.79,3.3770,1418.05,259.04,1257,-89.39,-533.57,3.3770,541.01,541.02,2
571,ok,91.63,103.39,1292.81,768.73,1143,2.69,-433.54,3.3708,1415.33,259.24,1232,-88.94,-536.93,3.3708,544.25,544.26,2
572,ok,91.53,104.99,1283.67,763.80,1040,3.08,-435.29,3.3647,1411.34,259.86,1192,-88.45,-540.28,3.3647,547.47,547.48,2
573,ok,91.44,106.59,1277.39,758.63,911,3.52,-437.04,3.3587,1405.79,260.35,1177,-87.92,-543.63,3.3587,550.69,550.70,2
574,ok,91.36,108.17,1274.15,754.55,768,4.01,-438.80,3.3527,1400.42,260.80,1124,-87.35,-546.97,3.3527,553.90,553.91,2
575,ok,91.30,109.72,1272.88,751.44,656,4.54,-440.57,3.3469,1394.32,262.44,1109,-86.76,-550.29,3.3469,557.09,557.10,2
576,ok,91.24,111.24,1271.66,746.55,647,5.11,-442.33,3.3411,1385.67,261.52,1100,-86.13,-553.57,3.3411,560.23,560.24,2
577,ok,91.19,112.72,1271.98,742.28,649,5.73,-444.09,3.3354,1377.20,260.52,1121,-85.46,-556.81,3.3354,563.33,563.34,2
578,ok,91.15,114.15,1273.87,739.17,719,6.39,-445.85,3.3299,1369.10,261.18,1185,-84.76,-560.00,3.3299,566.38,566.39,2
579,ok,91.11,115.53,1275.33,737.46,741,7.08,-447.60,3.3244,1359.91,260.91,1278,-84.03,-563.13,3.3244,569.36,569.37,2
580,ok,91.08,116.86,1277.72,737.41,758,7.81,-449.34,3.3191,1350.24,262.34,1371,-83.27,-566.20,3.3191,572.29,572.30,2
581,ok,91.05,118.15,1279.82,737.80,765,8.57,-451.07,3.3138,1339.95,263.67,1439,-82.48,-569.22,3.3138,575.16,575.17,2
582,ok,91.02,119.40,1282.58,739.06,773,9.37,-452.78,3.3088,1329.24,265.31,1445,-81.65,-572.18,3.3088,577.98,577.99,2
583,ok,90.99,120.62,1284.72,740.85,814,10.20,-454.46,3.3038,1317.88,268.02,1432,-80.79,-575.08,3.3038,580.73,580.74,2
584,ok,90.96,121.82,1286.77,743.45,830,11.05,-456.11,3.2991,1306.57,271.52,1395,-79.91,-577.93,3.2991,583.43,583.44,2
585,ok,90.92,123.01,1289.66,745.67,848,11.94,-457.71,3.2945,1295.94,275.99,1382,-78.98,-580.72,3.2945,586.07,586.08,2
586,ok,90.88,124.19,1288.41,745.05,816,12.85,-459.27,3.2902,1283.71,278.99,1356,-78.03,-583.46,3.2902,588.65,588.66,2
587,ok,90.82,125.36,1289.48,744.52,861,13.78,-460.75,3.2861,1272.77,282.05,1355,-77.04,-586.11,3.2861,591.15,591.16,2
588,ok,90.72,125.86,1289.19,743.48,879,14.74,-462.17,3.2823,1261.32,284.12,1332,-75.98,-588.03,3.2823,592.92,592.93,2
589,ok,90.61,126.33,1289.35,742.78,897,15.71,-463.51,3.2788,1251.21,285.44,1317,-74.90,-589.84,3.2788,594.58,594.59,2
590,ok,90.47,126.75,1289.91,742.12,945,16.71,-464.77,3.2756,1241.92,286.16,1302,-73.76,-591.52,3.2756,596.10,596.11,2
591,ok,90.30,127.12,1289.39,741.70,933,17.72,-465.96,3.2727,1233.59,286.74,1287,-72.58,-593.08,3.2727,597.50,597.51,2
592,ok,90.10,127.43,1287.89,741.30,828,18.74,-467.08,3.2699,1227.50,286.93,1271,-71.36,-594.51,3.2699,598.78,598.79,2
593,ok,89.87,127.69,1282.80,741.16,597,19.77,-468.14,3.2674,1220.76,287.26,1258,-70.10,-595.83,3.2674,599.94,599.95,2
594,ok,89.60,127.89,1277.18,741.15,295,20.80,-469.14,3.2650,1214.57,288.10,1241,-68.80,-597.03,3.2650,600.98,600.99,2
595,ok,89.31,128.03,1302.32,738.34,312,21.84,-470.10,3.2628,1208.78,288.93,1220,-67.47,-598.13,3.2628,601.92,601.93,2
596,ok,88.97,128.11,1294.79,738.76,657,22.89,-471.01,3.2607,1202.39,289.90,1212,-66.08,-599.12,3.2607,602.75,602.76,2
597,ok,88.59,128.13,1289.59,738.49,987,23.94,-471.86,3.2588,1196.76,290.65,1173,-64.65,-599.99,3.2588,603.46,603.47,2
598,ok,88.18,128.09,1288.43,738.06,984,25.00,-472.66,3.2571,1190.58,290.69,1122,-63.18,-600.75,3.2571,604.06,604.07,2
599,ok,87.72,127.99,1288.89,738.12,998,26.05,-473.41,3.2555,1185.70,290.90,1039,-61.67,-601.40,3.2555,604.55,604.56,2
600,ok,87.22,127.84,1287.46,737.02,986,27.11,-474.10,3.2541,1180.15,291.70,963,-60.11,-601.94,3.2541,604.93,604.94,2
601,ok,86.68,127.64,1286.57,736.48,1014,28.18,-474.73,3.2529,1174.91,292.98,896,-58.50,-602.37,3.2529,605.20,605.21,2
602,ok,86.10,127.39,1287.07,736.59,1041,29.25,-475.30,3.2519,1171.96,294.67,892,-56.85,-602.69,3.2519,605.37,605.37,2
603,ok,85.47,127.10,1286.88,737.04,1064,30.32,-475.79,3.2511,1167.30,296.16,883,-55.15,-602.89,3.2511,605.41,605.42,2
604,ok,84.79,126.77,1285.91,736.87,1049,31.41,-476.19,3.2506,1162.12,296.36,887,-53.38,-602.96,3.2506,605.32,605.33,2
605,ok,84.09,125.80,1284.66,736.96,1018,32.49,-476.52,3.2502,1157.14,296.44,907,-51.60,-602.32,3.2502,604.53,604.53,2
606,ok,83.34,124.79,1282.63,735.57,1011,33.58,-476.76,3.2502,1152.05,295.00,937,-49.76,-601.55,3.2502,603.60,603.61,2
607,ok,82.55,123.76,1281.41,734.12,1056,34.68,-476.92,3.2503,1147.63,293.38,954,-47.87,-600.68,3.2503,602.58,602.59,2
608,ok,81.72,122.71,1277.89,731.98,1045,35.79,-477.01,3.2507,1142.30,291.22,978,-45.93,-599.72,3.2507,601.48,601.49,2
609,ok,80.87,121.62,1274.02,730.31,1038,36.87,-477.05,3.2512,1138.30,290.25,1000,-44.00,-598.67,3.2512,600.28,600.29,2
610,ok,80.00,120.50,1265.61,725.81,997,37.91,-477.03,3.2519,1131.94,288.09,1004,-42.09,-597.53,3.2519,599.01,599.02,2
611,ok,79.12,119.33,1254.86,721.91,990,38.93,-476.97,3.2527,1126.31,286.83,997,-40.19,-596.30,3.2527,597.65,597.66,2
612,ok,78.23,118.11,1241.92,717.47,963,39.92,-476.88,3.2536,1120.94,286.25,1002,-38.31,-594.99,3.2536,596.22,596.23,2
613,ok,77.31,116.80,1227.47,711.29,897,40.89,-476.75,3.2545,1115.19,285.41,1001,-36.42,-593.55,3.2545,594.67,594.68,2
614,ok,76.39,115.40,1213.21,707.23,957,41.84,-476.59,3.2555,1108.98,284.93,1001,-34.55,-591.99,3.2555,593.00,593.01,2
615,ok,75.44,113.87,1198.42,706.58,982,42.76,-476.41,3.2566,1102.32,284.75,990,-32.68,-590.28,3.2566,591.18,591.19,2
616,ok,74.48,112.22,1181.28,707.34,957,43.67,-476.21,3.2578,1094.84,283.93,998,-30.81,-588.43,3.2578,589.24,589.25,2
617,ok,73.51,110.42,1169.69,707.73,458,44.56,-476.00,3.2589,1088.14,283.28,993,-28.95,-586.42,3.2589,587.13,587.14,2
618,foot_only,72.53,108.47,1080.99,282.56,998,45.43,-475.78,3.2601,,,,-27.10,-584.25,3.2601,584.88,584.89,1
619,ok,71.60,107.79,1114.90,724.93,582,46.29,-475.57,3.2612,1074.03,282.46,997,-25.31,-583.36,3.2612,583.91,583.92,2
620,ok,70.68,107.02,1097.12,730.17,932,47.13,-475.37,3.2624,1066.12,282.15,995,-23.55,-582.39,3.2624,582.87,582.88,2
621,ok,69.76,106.18,1072.75,736.83,919,47.96,-475.17,3.2634,1059.03,282.44,998,-21.80,-581.35,3.2634,581.76,581.77,2
622,ok,68.86,105.27,1048.83,740.84,915,48.78,-474.99,3.2645,1051.05,283.67,999,-20.08,-580.26,3.2645,580.61,580.62,2
623,ok,67.98,104.31,1027.59,740.89,917,49.59,-474.81,3.2655,1042.92,284.54,995,-18.39,-579.12,3.2655,579.41,579.42,2
624,ok,67.12,103.28,1011.78,742.19,1010,50.38,-474.64,3.2664,1034.53,286.04,982,-16.74,-577.92,3.2664,578.16,578.17,2
625,ok,66.29,102.18,1002.67,743.53,1054,51.16,-474.47,3.2674,1026.50,287.25,982,-15.13,-576.65,3.2674,576.85,576.86,2
626,ok,65.48,101.01,1000.58,746.24,1006,51.93,-474.29,3.2684,1017.87,288.45,980,-13.55,-575.30,3.2684,575.46,575.47,2
627,ok,64.71,99.76,998.11,746.74,967,52.68,-474.10,3.2694,1008.94,288.37,979,-12.03,-573.86,3.2694,573.99,574.00,2
628,ok,63.96,98.44,996.69,746.87,934,53.42,-473.91,3.2704,1000.74,288.64,970,-10.54,-572.35,3.2704,572.45,572.46,2
629,ok,63.24,97.02,996.39,746.96,955,54.15,-473.70,3.2715,992.73,288.55,972,-9.09,-570.72,3.2715,570.79,570.80,2
630,ok,62.55,95.49,995.88,746.81,983,54.86,-473.48,3.2725,983.87,288.38,965,-7.69,-568.97,3.2725,569.02,569.03,2
631,ok,61.89,93.84,994.92,746.66,1002,55.56,-473.25,3.2736,975.14,287.72,964,-6.33,-567.09,3.2736,567.13,567.13,2
632,ok,61.26,92.05,994.80,745.59,1025,56.24,-473.01,3.2747,966.90,286.68,960,-5.02,-565.06,3.2747,565.08,565.09,2
633,ok,60.65,90.08,993.78,745.38,1035,56.90,-472.77,3.2758,958.13,285.59,970,-3.75,-562.85,3.2758,562.86,562.87,2
634,ok,60.08,87.92,982.30,745.53,376,57.53,-472.54,3.2769,949.57,284.40,967,-2.55,-560.46,3.2769,560.47,560.48,2
635,foot_only,59.54,85.51,941.08,283.05,969,58.13,-472.34,3.2778,,,,-1.41,-557.85,3.2778,557.85,557.86,1
636,ok,58.96,84.95,996.23,741.78,820,58.71,-472.15,3.2787,932.46,282.28,970,-0.25,-557.10,3.2787,557.10,557.11,2
637,ok,58.42,84.25,992.81,745.13,1030,59.25,-472.01,3.2795,923.44,282.05,991,0.83,-556.26,3.2795,556.26,556.27,2
638,ok,57.90,83.42,993.75,743.94,1042,59.75,-471.91,3.2801,915.99,282.18,1001,1.85,-555.33,3.2801,555.33,555.34,2
